,name,description,short_name,id
1512,Necesidad regulación terciaria a subir de activación programada (AP),"Necesidad regulación terciaria a subir de activación programada (AP)

La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere a la necesidad de tipo programado de la regulación terciaria a subir.

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Necesidad Regulación terciaria subir AP,1892
1513,Necesidad regulación terciaria a bajar de activación directa (AD),"Necesidad regulación terciaria a bajar de activación directa (AD)

La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.Este servicio se encuentra regulado en el P.O. 7.3En concreto este indicador se refiere a la necesidad de tipo programado de la regulación terciaria a bajar.Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere a la necesidad de tipo programado de la regulación terciaria a bajar.

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Necesidad Regulación terciaria bajar AD,1893
1514,Necesidad regulación terciaria a subir de activación directa (AD),"Necesidad regulación terciaria a subir de activación directa (AD)

La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere a la necesidad de tipo directo de la regulación terciaria a subir.

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Necesidad Regulación terciaria subir AD,1894
1640,Volumen absoluto de Energía asignada por restricciones en tiempo real,"El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. 

Este servicio se encuentra regulado en el P.O.-3.2.

El desglose de este indicador muestra las energías asignadas a subir y a bajar en el proceso de regulación de terciaria, ambas en valor absoluto.

Publicación: diariamente a las 7:45 con la información del día anterior y a partir de las 19:30 para días pasados según el calendario de liquidaciones.",Restricciones en tiempo real,10052
1642,Volumen absoluto de necesidades cubiertas de energías de balance RR,"El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.

La asignación de energía de balance RR se realiza a través de una plataforma de balance europea (LIBRA) en aplicación del artículo 19 del Reglamento EB.

Este servicio se encuentra regulado en el P.O.-3.3.

En concreto este indicador se refiere a las necesidades de energías de balance de tipo RR en valor absoluto cubiertas por la plataforma europea de RR.

Este indicador da continuidad al antiguo volumen absoluto de asignación gestión de desvíos subir/bajar.

Publicación: en el día en curso cada hora para el periodo horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.",Energías de Balance RR,10054
1643,Volumen absoluto de asignación Regulación Terciaria,"La regulación terciaria es un servicio complementario de oferta obligatoria, gestionado y retribuido por mecanismos de mercado. Tiene por objeto la restitución de la reserva de regulación secundaria que haya sido utilizada. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la valoración de las modificaciones programadas por regulación terciaria se realiza al precio marginal de las ofertas asignadas en cada periodo horario. 

Este servicio se encuentra regulado en el P.O.-7.3

El desglose de este indicador muestra las energías asignadas a subir y a bajar en el proceso de regulación de terciaria, ambas en valor absoluto.

Publicación: en el día en curso cada hora para el periodo horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.",Regulación Terciaria,10055
1645,Energía total mercado de producción,"Volumen total de la energía gestionada en los mercados de producción de energía eléctrica.

El desglose de este indicador detalla la energía asignada en los mercados SPOT Diario e Intradiarios, regulación de terciaria, utilización de secundaria, energías de balance RR, restricciones técnicas de fase I y en tiempo real, tanto a subir como a bajar.

Todas las energías están en valor absoluto.

Para datos anteriores al 3 de marzo de 2020 los volúmenes de energías de balance RR se corresponden con los volúmenes de energía asignada en el servicio de gestión de desvíos generación-consumo.

Publicación: diariamente según publicación de los indicadores de cada mercado.",Volumen total MWh,10057
1830,Volumen neto de asignación regulación terciaria,"La regulación terciaria es un servicio complementario de oferta obligatoria, gestionado y retribuido por mecanismos de mercado. Tiene por objeto la restitución de la reserva de regulación secundaria que haya sido utilizada. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la valoración de las modificaciones programadas por regulación terciaria se realiza al precio marginal de las ofertas asignadas en cada periodo horario. 

Este servicio se encuentra regulado en el P.O.-7.3

El desglose de este indicador muestra las energías asignadas a subir y a bajar en el proceso de regulación de terciaria, cada una de ellas con su signo.

Publicación: en el día en curso cada hora para el periodo horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.",Terciaria volumen neto,10250
1831,Volumen neto de necesidades cubiertas de energías de balance RR,"El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.

La asignación de energía de balance RR se realiza a través de una plataforma de balance europea (LIBRA) en aplicación del artículo 19 del Reglamento EB.

Este servicio se encuentra regulado en el P.O.-3.3.

En concreto este indicador se refiere a las necesidades de energías de balance netas de tipo RR cubiertas por la plataforma europea de RR.

Este indicador da continuidad al antiguo volumen neto de asignación gestión de desvíos subir/bajar.

Publicación: en el día en curso cada hora para el periodo horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.

",Energías de Balance RR,10251
1875,Energía de balance a subir,"La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.

Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (banda de regulación) y utilización (energía).

Los productores ofertan banda de regulación con las Unidades de Programación habilitadas para la prestación del servicio que son asignadas por criterios de mínimo coste hasta cubrir los requerimientos del sistema, estableciéndose así un precio marginal de banda de regulación secundaria.

La regulación terciaria es un servicio complementario de oferta obligatoria, gestionado y retribuido por mecanismos de mercado. Tiene por objeto la restitución de la reserva de regulación secundaria que haya sido utilizada. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la valoración de las modificaciones programadas por regulación terciaria se realiza al precio marginal de las ofertas asignadas en cada periodo horario.

El mecanismo de gestión de desvíos es un servicio de carácter potestativo que tiene por objeto resolver los desvíos entre generación y consumo que pudieran aparecer con posterioridad al cierre de cada sesión del mercado intradiario y hasta el inicio del horizonte de efectividad de la siguiente sesión. La asignación se basa en las ofertas de incremento y reducción del programa de las Unidades de Programación habilitadas que participan en dicha convocatoria. La valoración de las modificaciones programadas para la resolución de los desvíos se realiza al precio marginal de las ofertas asignadas en cada periodo horario.

En concreto este indicador se refiere a la energía secundaria utilizada a subir, la energía de terciaria a subir y la energía de gestión de desvios a subir.

Publicación: en el día en curso cada hora para el periodo horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.",Energía de balance a subir,10323
1876,Energía de balance a bajar,"La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.

Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (banda de regulación) y utilización (energía).

Los productores ofertan banda de regulación con las Unidades de Programación habilitadas para la prestación del servicio que son asignadas por criterios de mínimo coste hasta cubrir los requerimientos del sistema, estableciéndose así un precio marginal de banda de regulación secundaria.

La regulación terciaria es un servicio complementario de oferta obligatoria, gestionado y retribuido por mecanismos de mercado. Tiene por objeto la restitución de la reserva de regulación secundaria que haya sido utilizada. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la valoración de las modificaciones programadas por regulación terciaria se realiza al precio marginal de las ofertas asignadas en cada periodo horario.

El mecanismo de gestión de desvíos es un servicio de carácter potestativo que tiene por objeto resolver los desvíos entre generación y consumo que pudieran aparecer con posterioridad al cierre de cada sesión del mercado intradiario y hasta el inicio del horizonte de efectividad de la siguiente sesión. La asignación se basa en las ofertas de incremento y reducción del programa de las Unidades de Programación habilitadas que participan en dicha convocatoria. La valoración de las modificaciones programadas para la resolución de los desvíos se realiza al precio marginal de las ofertas asignadas en cada periodo horario.

En concreto este indicador se refiere a la energía utilizada a bajar, la energía asignada de regulación terciaria a subir y la energía asignada en el proceso de gestión de desvíos a bajar.

Publicación: en el día en curso cada hora para el periodo horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.",Energía de balance a bajar,10324
1877,Energía total asignada por seguridad y de balance,"Proceso de solución de restricciones técnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resolución de las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) mediante la modificación de los programas de las Unidades de Programación y el posterior proceso de reequilibrio generación-demanda (Fase II).

El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación.

La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia.

La regulación terciaria es un servicio complementario de oferta obligatoria, gestionado y retribuido por mecanismos de mercado. Tiene por objeto la restitución de la reserva de regulación secundaria que haya sido utilizada. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la valoración de las modificaciones programadas por regulación terciaria se realiza al precio marginal de las ofertas asignadas en cada periodo horario.

El mecanismo de gestión de desvíos es un servicio de carácter potestativo que tiene por objeto resolver los desvíos entre generación y consumo que pudieran aparecer con posterioridad al cierre de cada sesión del mercado intradiario y hasta el inicio del horizonte de efectividad de la siguiente sesión. La asignación se basa en las ofertas de incremento y reducción del programa de las Unidades de Programación habilitadas que participan en dicha convocatoria. La valoración de las modificaciones programadas para la resolución de los desvíos se realiza al precio marginal de las ofertas asignadas en cada periodo horario.

En concreto este indicador se refiere a la energía asignada en el mercado de seguridad del diario en la fase I, la energía asignada por restricciones en tiempo real, la energía de regulación secundaria utilizada, la energía asignada de regulación terciaria y la energía asignada en el proceso de gestión de desvíos.

Publicación: en el día en curso cada hora para el periodo horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.",Energía total asignada por seguridad y de balance,10325
1893,Programas balance transfronterizo importación,"El proceso de activación de ofertas de energías procedentes de reservas de sustitución (RR, por sus siglas en inglés) tiene por objeto restablecer o mantener el nivel requerido de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación terciaria y secundaria, respectivamente), al objeto de preparar el sistema para posibles desbalances que puedan registrarse posteriormente. La asignación de energía de balance de tipo RR se realiza a través de la plataforma europea de RR (LIBRA) en aplicación del artículo 19 del Reglamento (UE) 2017/2195 sobre el Balance Eléctrico (EBGL).

Este servicio se encuentra regulado en el P.O.3.3.

En concreto este indicador se refiere a programas de intercambio de energías de balance, en [MWh], de tipo RR en sentido importador para cada hora. Este indicador recoge los datos de asignación de energías de balance transfronterizas realizadas en el pasado a través de la plataforma BALIT.

Publicación: En la hora siguiente a la publicación de la sesión de terciaria en la que el servicio es utilizado y actualizados al final del día.",Programas balance transfronterizo importación,10360
1894,Programas balance transfronterizo exportación,"El proceso de activación de ofertas de energías procedentes de reservas de sustitución (RR, por sus siglas en inglés) tiene por objeto restablecer o mantener el nivel requerido de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación terciaria y secundaria, respectivamente), al objeto de preparar el sistema para posibles desbalances que puedan registrarse posteriormente. La asignación de energía de balance de tipo RR se realiza a través de la plataforma europea de RR (LIBRA) en aplicación del artículo 19 del Reglamento (UE) 2017/2195 sobre el Balance Eléctrico (EBGL).

Este servicio se encuentra regulado en el P.O.3.3

En concreto este indicador se refiere a programas de intercambio de energías de balance, en [MWh], de tipo RR en sentido exportador para cada hora. Este indicador recoge los datos de asignación de energías de balance transfronterizas realizadas en el pasado a través de la plataforma BALIT.

Publicación: En la hora siguiente a la publicación de la sesión de terciaria en la que el servicio es utilizado y actualizados al final del día.",Programas balance transfronterizo exportación,10361
1916,Necesidad total solicitada de energías de balance RR,"El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.

Este servicio se encuentra regulado en el P.O.-3.3.

En concreto este indicador se refiere a las necesidades totales solicitadas correspondientes a los requerimientos de energías de balance RR

Publicación: diariamente con la información del día D-1 sobre las 5:00 horas.",Total solicitada Energias Balance RR,10383
1917,Precio medio ponderado de las necesidades cubiertas de energías de balance RR a subir,"El proceso de activación de ofertas de energías procedentes de reservas de sustitución (RR, por sus siglas en inglés) tiene por objeto restablecer o mantener el nivel requerido de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación terciaria y secundaria, respectivamente), al objeto de preparar el sistema para posibles desbalances que puedan registrarse posteriormente.

Este servicio se encuentra regulado en el P.O.-3.3.

En concreto este indicador se refiere al precio medio ponderado resultante de la cobertura de la necesidad a subir de la zona de oferta española establecido por la plataforma europea de RR.

La fuente de información que proporciona este dato es REE.

Publicación: cada hora con la información disponible hasta ese momento del día D se tiene un precio provisional. Al día siguiente se actualiza la información de todo el día anterior ya con el cierre.",Precio Ponderado Energia Balance RR subir,10384
1918,Precio medio ponderado de las necesidades cubiertas de energías de balance RR a bajar,"El proceso de activación de ofertas de energías procedentes de reservas de sustitución (RR, por sus siglas en inglés) tiene por objeto restablecer o mantener el nivel requerido de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación terciaria y secundaria, respectivamente), al objeto de preparar el sistema para posibles desbalances que puedan registrarse posteriormente.

Este servicio se encuentra regulado en el P.O.-3.3.

En concreto este indicador se refiere al precio medio ponderado resultante de la cobertura de la necesidad a bajar de la zona de oferta española establecido por la plataforma europea de RR.

La fuente de información que proporciona este dato es REE.

Publicación: cada hora con la información disponible hasta ese momento del día D se tiene un precio provisional. Al día siguiente se actualiza la información de todo el día anterior ya con el cierre.",Precio Ponderado Energia Balance RR bajar,10385
1919,Precio medio ponderado regulación terciaria a subir,"Precio medio ponderado regulación terciaria a subir

La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere al precio medio ponderado resultante de la asignación de energía de regulación terciaria a subir

La fuente de información que proporciona este dato es REE.

Publicación: a más tardar, 30 minutos después del correspondiente periodo de programación.",Precio medio ponderado subir,10386
1920,Precio medio ponderado regulación terciaria a bajar,"Precio medio ponderado regulación terciaria a bajar

La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere al precio medio ponderado resultante de la asignación de energía de regulación terciaria a bajar

La fuente de información que proporciona este dato es REE.

Publicación: a más tardar, 30 minutos después del correspondiente periodo de programación.",Precio medio ponderado bajar,10387
1927,Asignación regulación terciaria bajar,"La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere a la asignación de regulación terciaria a bajar.

Publicación: en el día en curso cada cuarto de hora para el periodo cuarto-horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.",Regulación terciaria bajar,10394
1928,Asignación regulación terciaria subir,"La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere a la asignación de regulación terciaria a subir.

Publicación: en el día en curso cada cuarto de hora para el periodo cuarto-horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.",Regulación terciaria subir,10395
1929,Energía regulación terciaria a subir de activación directa (AD),"La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere a la asignación de regulación terciaria a subir.

Publicación: en el día en curso cada cuarto de hora para el periodo cuarto-horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.",Energía regulación terciaria a subir(AD),10396
1930,Energía regulación terciaria a bajar de activación directa (AD),"La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere a la asignación de regulación terciaria a bajar.

Publicación: en el día en curso cada cuarto de hora para el periodo cuarto-horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.",Energía regulación terciaria a bajar(AD),10397
1931,Precio medio ponderado regulación terciaria a subir de activación programada (AP),"La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere al precio medio ponderado resultante de la asignación programada de energía de regulación terciaria a subir

La fuente de información que proporciona este dato es REE.

Publicación: a más tardar, 30 minutos después del correspondiente periodo de programación.",Precio medio ponderado subir (AP),10398
1932,Precio medio ponderado regulación terciaria a bajar de activación programada (AP),"La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere al precio medio ponderado resultante de la asignación programada de energía de regulación terciaria a bajar

La fuente de información que proporciona este dato es REE.

Publicación: a más tardar, 30 minutos después del correspondiente periodo de programación.",Precio medio ponderado bajar (AP),10399
1933,Precio medio ponderado regulación terciaria a subir de activación directa (AD),"La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere al precio medio ponderado resultante de la asignación directa de energía de regulación terciaria a subir.

La fuente de información que proporciona este dato es REE.

Publicación: a más tardar, 30 minutos después del correspondiente periodo de programación.",Precio medio ponderado subir (AD),10400
1934,Precio medio ponderado regulación terciaria a bajar de activación directa (AD),"La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.

Este servicio se encuentra regulado en el P.O. 7.3

En concreto este indicador se refiere al precio medio ponderado resultante de la asignación directa de energía de regulación terciaria a bajar.

La fuente de información que proporciona este dato es REE.

Publicación: a más tardar, 30 minutos después del correspondiente periodo de programación.",Precio medio ponderado bajar (AD),10401
